Age,Education_Level,Years_of_Experience,Industry,Job_Role,Company_Size,Job_Level,Routine_Task_Percentage,Creativity_Requirement,Human_Interaction_Level,AI_Adoption_Level,Number_of_AI_Tools_Used,AI_Usage_Hours_Per_Week,Tasks_Automated_Percentage,AI_Training_Hours,Layoff_Risk
58,High School,6,Healthcare,Nurse,Large,Mid,41,59,99,Low,2,4,27,4,Low
39,Master's,9,Telecom,Operations Analyst,Medium,Mid,52,48,44,Medium,5,6,41,27,Medium
25,PhD,2,Healthcare,Health Analyst,Large,Mid,51,55,94,Medium,5,6,47,27,Low
43,High School,10,Retail,Store Manager,Medium,Senior,63,43,74,Medium,4,8,34,5,Medium
32,High School,10,Telecom,Support Specialist,Medium,Mid,55,50,62,Medium,4,12,45,26,Medium
58,Bachelor's,4,Education,Research Assistant,Small,Mid,75,55,55,Medium,5,12,35,15,Medium
28,High School,7,Logistics,Warehouse Manager,Small,Senior,93,0,64,High,7,29,51,75,High
43,PhD,13,IT,Software Engineer,Small,Senior,66,27,27,Medium,2,11,59,16,Medium
50,Bachelor's,4,Telecom,Support Specialist,Medium,Mid,80,13,39,Medium,3,10,40,28,High
35,Master's,0,IT,ML Engineer,Medium,Entry,65,30,79,Medium,5,8,35,9,Medium
24,High School,3,Telecom,Support Specialist,Medium,Senior,31,49,65,Low,1,4,27,5,Low
44,Bachelor's,1,IT,Data Analyst,Small,Mid,66,41,74,Medium,2,10,42,17,Medium
38,Bachelor's,5,Manufacturing,Quality Engineer,Large,Senior,24,91,59,Low,1,2,17,4,Low
36,Master's,12,Telecom,Operations Analyst,Medium,Entry,57,62,37,Medium,4,13,31,12,Medium
37,Master's,5,Retail,Sales Associate,Medium,Mid,69,53,23,Medium,5,11,45,12,High
52,Master's,5,Retail,Sales Associate,Small,Senior,12,83,41,Low,2,5,10,8,Low
52,Master's,18,Telecom,Support Specialist,Medium,Entry,58,47,88,Medium,3,8,26,29,Low
51,Bachelor's,11,IT,Data Analyst,Small,Entry,51,45,68,Medium,3,8,38,5,Medium
33,High School,12,Education,Research Assistant,Medium,Senior,32,58,78,Low,0,4,27,0,Low
36,Bachelor's,15,Telecom,Operations Analyst,Medium,Senior,91,15,32,High,5,22,71,38,High
29,Bachelor's,8,Healthcare,Medical Assistant,Large,Entry,61,46,28,Medium,3,5,28,16,Medium
54,Bachelor's,5,Healthcare,Health Analyst,Large,Senior,17,71,91,Low,2,1,14,2,Low
51,Master's,11,IT,Data Analyst,Small,Mid,94,0,83,Medium,4,10,82,12,High
55,Bachelor's,0,IT,Software Engineer,Small,Entry,37,56,36,Low,1,5,28,6,Medium
24,Bachelor's,3,Telecom,Network Engineer,Large,Entry,22,86,77,Low,2,5,13,7,Low
48,Master's,4,Logistics,Supply Chain Analyst,Large,Entry,89,0,23,Medium,4,12,53,16,High
34,Bachelor's,6,IT,Data Analyst,Large,Entry,33,87,45,Low,1,2,20,2,Low
23,Bachelor's,2,Telecom,Support Specialist,Large,Senior,13,100,67,Low,0,1,8,2,Low
45,Master's,13,Retail,Sales Associate,Large,Entry,47,56,71,Low,2,5,25,8,Medium
25,Bachelor's,4,Education,Academic Coordinator,Small,Mid,30,68,42,Low,1,0,13,3,Low
31,Master's,10,Telecom,Support Specialist,Small,Mid,64,28,88,Medium,2,6,53,5,Medium
50,Master's,7,Telecom,Support Specialist,Large,Mid,73,31,80,Medium,3,13,71,11,High
41,Bachelor's,1,Finance,Financial Analyst,Small,Entry,85,0,20,Medium,2,13,55,14,High
41,Master's,7,IT,ML Engineer,Large,Entry,26,75,36,Low,1,0,19,5,Low
34,Bachelor's,9,IT,Data Analyst,Large,Mid,36,56,54,Low,1,4,17,5,Low
43,Bachelor's,6,Retail,Inventory Analyst,Medium,Entry,73,27,37,Medium,3,11,37,16,High
39,Master's,7,Finance,Auditor,Small,Mid,44,63,51,Low,1,3,27,7,Low
37,Bachelor's,16,IT,Software Engineer,Medium,Entry,88,8,87,Medium,5,8,50,17,High
52,Master's,9,Retail,Store Manager,Medium,Entry,33,75,71,Low,2,1,20,8,Low
50,Bachelor's,10,IT,ML Engineer,Medium,Mid,52,64,64,Medium,3,14,30,22,Low
52,Bachelor's,7,Healthcare,Nurse,Large,Entry,72,43,69,Medium,5,10,64,28,High
42,Bachelor's,7,Healthcare,Medical Assistant,Medium,Mid,18,72,79,Low,1,0,10,8,Low
30,Bachelor's,2,Finance,Auditor,Small,Entry,39,56,44,Low,1,5,19,9,Medium
50,High School,14,Retail,Sales Associate,Small,Entry,30,86,64,Low,1,1,20,8,Medium
31,Bachelor's,4,Manufacturing,Quality Engineer,Small,Senior,68,30,66,Medium,4,14,44,16,Medium
24,Bachelor's,3,Healthcare,Health Analyst,Medium,Entry,16,88,82,Low,0,5,9,0,Low
37,Bachelor's,0,Finance,Accountant,Large,Senior,89,0,42,High,10,24,42,26,High
57,Master's,8,Manufacturing,Production Supervisor,Medium,Entry,30,87,83,Low,0,3,17,8,Low
56,Bachelor's,7,IT,Data Analyst,Small,Entry,63,36,53,Medium,2,10,59,8,High
56,Master's,13,Telecom,Support Specialist,Small,Mid,59,44,24,Medium,2,10,35,8,Medium
54,High School,5,Retail,Store Manager,Medium,Mid,77,31,95,High,7,29,67,72,High
30,Bachelor's,0,Retail,Store Manager,Large,Entry,40,52,88,Low,2,1,23,1,Medium
37,Master's,15,Manufacturing,Operator,Large,Entry,62,30,43,Medium,5,7,61,15,High
31,Bachelor's,6,Finance,Auditor,Medium,Mid,25,83,21,Low,1,3,11,8,Low
30,Master's,9,IT,Data Analyst,Small,Mid,51,56,41,Low,0,3,24,1,Low
36,Master's,7,Telecom,Operations Analyst,Medium,Mid,82,0,29,Medium,5,11,56,6,High
56,High School,7,Education,Teacher,Small,Mid,87,25,92,Medium,5,11,56,28,Medium
34,High School,10,Education,Teacher,Large,Senior,31,72,78,Low,0,3,30,3,Low
23,Bachelor's,2,Telecom,Support Specialist,Large,Entry,78,33,89,High,8,30,63,36,High
34,Bachelor's,8,Finance,Financial Analyst,Large,Mid,87,0,62,Medium,3,11,81,12,High
40,Bachelor's,5,Education,Research Assistant,Medium,Entry,34,81,88,Low,2,0,17,7,Low
40,High School,5,Logistics,Dispatcher,Large,Mid,67,31,72,Medium,2,8,51,10,High
53,Bachelor's,0,Healthcare,Medical Assistant,Small,Mid,85,0,58,Medium,5,7,84,26,High
47,High School,3,Healthcare,Health Analyst,Small,Entry,62,42,62,Medium,3,14,37,20,Medium
43,Bachelor's,7,Manufacturing,Operator,Medium,Entry,92,0,30,Medium,3,14,43,15,High
39,Bachelor's,3,Logistics,Warehouse Manager,Medium,Senior,81,27,78,Medium,4,9,37,9,Medium
44,Master's,14,Telecom,Operations Analyst,Large,Mid,63,49,94,Low,0,5,42,9,Medium
43,Bachelor's,5,Manufacturing,Quality Engineer,Medium,Mid,38,72,55,Low,1,5,25,3,Medium
35,Bachelor's,8,Retail,Store Manager,Large,Entry,56,35,87,Medium,2,14,45,11,High
38,Bachelor's,6,Manufacturing,Quality Engineer,Medium,Entry,61,34,52,Medium,3,8,48,21,High
46,Bachelor's,4,Retail,Sales Associate,Small,Entry,70,11,55,Medium,3,8,53,15,High
34,Master's,7,Telecom,Support Specialist,Medium,Senior,40,57,23,Low,1,1,29,6,Low
50,High School,20,IT,Data Analyst,Medium,Mid,45,47,90,Medium,2,5,28,27,Low
26,Bachelor's,5,Education,Teacher,Large,Mid,42,32,74,Low,2,1,19,3,Low
38,Bachelor's,6,Logistics,Supply Chain Analyst,Large,Entry,46,51,87,Low,0,1,34,7,Medium
26,High School,0,Education,Academic Coordinator,Small,Senior,48,36,47,Low,0,0,26,9,Low
52,Master's,8,Education,Academic Coordinator,Large,Entry,68,38,34,Medium,4,7,58,23,Medium
49,Bachelor's,6,Manufacturing,Operator,Medium,Mid,17,81,27,Low,2,4,8,2,Low
43,Bachelor's,9,IT,ML Engineer,Large,Entry,87,14,63,Medium,2,14,67,15,High
28,High School,6,Retail,Store Manager,Small,Entry,87,10,87,High,6,25,47,79,High
48,Bachelor's,0,Retail,Inventory Analyst,Medium,Mid,93,3,86,High,6,22,79,25,High
59,High School,2,Telecom,Support Specialist,Small,Mid,75,19,93,Medium,4,6,48,19,High
31,Master's,10,Retail,Inventory Analyst,Medium,Mid,23,72,84,Low,2,2,18,6,Low
39,Bachelor's,15,Logistics,Dispatcher,Medium,Mid,61,30,68,Medium,3,11,29,26,Medium
48,Bachelor's,19,Logistics,Warehouse Manager,Medium,Entry,64,30,83,Low,2,2,49,6,High
33,High School,12,IT,Software Engineer,Medium,Mid,54,64,63,Medium,5,7,38,14,Medium
40,Master's,4,Manufacturing,Production Supervisor,Medium,Mid,66,40,64,Medium,2,5,41,27,Medium
48,Bachelor's,10,Telecom,Operations Analyst,Small,Mid,47,78,25,Low,2,4,22,2,Medium
39,Bachelor's,7,Retail,Sales Associate,Medium,Entry,44,55,64,Low,0,3,41,1,High
54,Bachelor's,14,Education,Academic Coordinator,Small,Entry,51,53,38,Low,2,1,35,1,Medium
26,Bachelor's,5,Education,Academic Coordinator,Small,Mid,48,61,37,Medium,5,12,31,24,Low
51,Master's,14,Education,Academic Coordinator,Small,Entry,61,45,88,Medium,3,6,28,17,Low
30,Bachelor's,1,Logistics,Warehouse Manager,Small,Mid,72,31,30,Medium,4,9,66,14,High
33,Master's,3,Manufacturing,Quality Engineer,Large,Entry,65,42,79,Medium,3,14,60,23,High
51,Master's,9,Retail,Store Manager,Large,Entry,90,29,70,Medium,4,14,61,7,High
40,Bachelor's,4,Retail,Sales Associate,Small,Entry,25,82,87,Low,2,5,20,0,Low
56,Bachelor's,14,Finance,Auditor,Medium,Entry,60,31,61,Low,0,4,55,6,High
54,High School,11,Healthcare,Nurse,Large,Entry,64,33,81,Low,2,2,31,1,Medium
31,Master's,10,Retail,Inventory Analyst,Small,Senior,30,59,78,Low,2,3,27,5,Low
29,High School,8,Logistics,Warehouse Manager,Medium,Mid,12,89,26,Low,1,3,6,6,Low
31,Bachelor's,10,Manufacturing,Production Supervisor,Medium,Entry,46,78,67,Low,0,2,44,3,Medium
55,Master's,11,Retail,Sales Associate,Medium,Senior,33,76,42,Low,1,5,26,1,Low
28,Master's,7,Retail,Sales Associate,Medium,Senior,70,34,81,Medium,4,13,37,6,Medium
27,Bachelor's,6,Healthcare,Medical Assistant,Small,Senior,63,47,21,Medium,5,8,42,25,Low
42,Bachelor's,6,IT,ML Engineer,Large,Mid,52,31,21,Low,0,1,32,5,Medium
45,Bachelor's,12,Healthcare,Medical Assistant,Small,Entry,78,20,61,Medium,3,5,66,22,High
53,Master's,11,IT,Software Engineer,Medium,Entry,36,78,47,Low,1,0,16,6,Low
26,Master's,5,Manufacturing,Operator,Small,Mid,65,31,37,Medium,4,11,60,14,High
38,Master's,7,Healthcare,Health Analyst,Small,Mid,67,39,89,Low,1,1,62,0,Medium
49,High School,4,Logistics,Supply Chain Analyst,Medium,Entry,60,53,89,Medium,3,12,58,5,High
44,Bachelor's,6,IT,ML Engineer,Small,Entry,66,27,49,Low,0,5,59,3,High
54,Master's,6,Manufacturing,Quality Engineer,Large,Entry,88,21,75,Medium,4,13,40,16,High
21,Master's,0,Logistics,Warehouse Manager,Medium,Entry,60,57,35,Medium,5,10,34,12,High
48,Bachelor's,8,Education,Teacher,Small,Entry,77,25,78,Medium,4,6,42,14,Medium
37,Bachelor's,9,IT,Data Analyst,Large,Mid,93,0,77,High,10,17,53,37,High
53,High School,7,Logistics,Supply Chain Analyst,Medium,Senior,70,28,21,Medium,4,10,49,27,High
49,Bachelor's,10,Finance,Financial Analyst,Medium,Entry,43,72,90,Low,2,1,41,1,Medium
21,Master's,0,Logistics,Supply Chain Analyst,Medium,Mid,39,67,40,Low,1,2,29,9,Medium
32,Bachelor's,7,IT,Software Engineer,Medium,Entry,36,55,78,Low,1,1,23,1,Medium
27,Bachelor's,2,Healthcare,Health Analyst,Small,Mid,84,12,93,Medium,2,10,41,13,High
60,Bachelor's,15,Manufacturing,Production Supervisor,Medium,Entry,66,33,81,Medium,5,13,63,8,High
50,Bachelor's,12,Retail,Store Manager,Large,Mid,26,65,82,Low,0,1,17,0,Low
49,Bachelor's,14,Telecom,Operations Analyst,Large,Mid,56,41,38,Low,1,3,38,9,Medium
46,Master's,12,Retail,Inventory Analyst,Small,Senior,28,58,36,Low,2,2,25,0,Low
55,PhD,0,Telecom,Support Specialist,Large,Mid,55,52,80,Medium,3,5,25,21,Low
36,Bachelor's,15,Logistics,Warehouse Manager,Medium,Mid,80,1,62,Medium,2,14,57,29,High
23,PhD,2,Telecom,Support Specialist,Medium,Senior,23,70,63,Low,0,4,18,7,Low
46,High School,0,IT,ML Engineer,Small,Entry,86,18,42,Medium,3,8,73,24,High
23,Bachelor's,2,Finance,Accountant,Medium,Senior,87,0,25,High,9,30,44,55,High
32,Bachelor's,10,Retail,Sales Associate,Small,Mid,28,82,25,Low,0,2,15,4,Low
23,High School,2,Finance,Accountant,Medium,Mid,24,71,45,Low,0,4,18,8,Medium
28,Bachelor's,7,Retail,Store Manager,Small,Mid,47,55,98,Low,2,0,36,6,Medium
33,Master's,5,Finance,Accountant,Medium,Senior,91,12,93,High,6,20,57,27,Medium
31,Bachelor's,10,IT,Data Analyst,Medium,Entry,62,54,29,Medium,5,14,45,16,High
41,Master's,12,Logistics,Dispatcher,Small,Entry,29,71,20,Low,1,5,13,5,Medium
42,High School,11,Logistics,Warehouse Manager,Medium,Mid,33,64,70,Medium,3,11,23,28,Medium
38,High School,10,IT,Software Engineer,Small,Mid,57,39,71,Low,1,1,40,9,Medium
43,Master's,8,Manufacturing,Operator,Small,Entry,93,1,54,Medium,3,12,47,12,High
30,Bachelor's,9,Manufacturing,Operator,Large,Senior,45,36,87,Low,1,2,31,1,Low
39,High School,5,Logistics,Supply Chain Analyst,Small,Entry,17,74,37,Low,1,5,10,2,Medium
46,Bachelor's,12,Retail,Sales Associate,Small,Mid,11,100,21,Low,2,4,10,6,Low
44,Master's,7,Retail,Sales Associate,Large,Entry,22,77,24,Low,0,4,20,1,Medium
27,Master's,4,Finance,Auditor,Medium,Entry,94,0,45,Medium,2,9,59,27,High
47,PhD,7,Retail,Inventory Analyst,Medium,Senior,89,15,50,High,5,26,66,28,Medium
48,Master's,7,Healthcare,Medical Assistant,Small,Senior,86,7,77,Low,1,2,58,9,Medium
53,Master's,11,Healthcare,Nurse,Large,Entry,24,63,79,Low,2,1,23,5,Low
38,High School,5,IT,Software Engineer,Medium,Entry,45,69,72,Medium,3,7,28,29,Medium
34,Bachelor's,13,Manufacturing,Operator,Medium,Entry,85,0,88,Medium,5,14,56,21,High
47,Master's,1,Manufacturing,Quality Engineer,Medium,Mid,58,53,23,Low,0,2,44,8,High
43,Bachelor's,7,Finance,Financial Analyst,Large,Entry,64,36,68,Medium,4,8,45,20,High
50,PhD,17,Manufacturing,Operator,Medium,Entry,58,48,77,Medium,4,10,28,25,Medium
43,Bachelor's,9,Telecom,Support Specialist,Medium,Senior,39,65,64,Low,2,4,17,6,Low
24,Bachelor's,3,Logistics,Warehouse Manager,Large,Entry,51,45,29,Low,1,5,37,2,High
21,Bachelor's,0,Finance,Auditor,Small,Entry,78,31,77,Medium,2,12,54,10,High
39,Master's,3,IT,Data Analyst,Small,Mid,71,41,29,Low,2,5,66,8,High
47,PhD,12,Education,Research Assistant,Medium,Mid,63,38,44,Low,0,2,62,0,Medium
23,Master's,2,Manufacturing,Production Supervisor,Medium,Entry,34,70,74,Low,0,1,24,4,Medium
43,Bachelor's,1,Finance,Accountant,Large,Mid,28,65,26,Low,2,3,12,8,Medium
22,Bachelor's,1,IT,ML Engineer,Medium,Mid,48,56,59,Low,0,3,25,5,Medium
50,Bachelor's,21,Manufacturing,Operator,Medium,Mid,27,72,61,Low,2,0,17,0,Low
29,Master's,5,IT,Software Engineer,Medium,Mid,36,74,84,Low,0,0,20,0,Low
52,Bachelor's,9,Logistics,Dispatcher,Large,Mid,27,94,58,Low,1,5,17,1,Low
38,High School,11,Logistics,Warehouse Manager,Small,Mid,82,25,83,Medium,2,6,44,15,High
51,High School,13,Healthcare,Health Analyst,Small,Entry,10,80,26,Low,0,3,4,1,Low
32,Bachelor's,0,Telecom,Operations Analyst,Large,Mid,26,81,53,Low,1,1,25,5,Medium
54,Bachelor's,8,Logistics,Supply Chain Analyst,Small,Senior,76,36,67,Medium,3,8,46,14,Medium
37,Bachelor's,4,Logistics,Warehouse Manager,Large,Mid,18,76,43,Low,1,3,17,7,Low
23,Master's,0,Telecom,Support Specialist,Medium,Entry,49,45,87,Low,0,2,40,0,Medium
33,Bachelor's,11,Education,Research Assistant,Medium,Mid,31,78,79,Low,1,3,29,7,Low
59,Master's,14,Finance,Accountant,Small,Mid,89,27,64,High,9,22,70,29,High
54,Bachelor's,9,Education,Academic Coordinator,Small,Entry,75,20,44,Medium,5,11,72,11,High
31,Bachelor's,6,Logistics,Warehouse Manager,Medium,Senior,93,0,91,High,10,16,54,66,Medium
38,Bachelor's,13,Telecom,Operations Analyst,Small,Entry,73,16,67,Medium,5,6,39,27,High
58,High School,0,IT,Data Analyst,Medium,Senior,54,66,39,Low,1,4,31,9,Medium
58,Bachelor's,9,Finance,Financial Analyst,Large,Senior,35,92,83,Low,0,5,22,9,Low
24,Bachelor's,3,Manufacturing,Quality Engineer,Medium,Senior,84,14,46,Medium,3,6,75,8,High
38,Master's,2,Finance,Financial Analyst,Medium,Mid,37,57,70,Low,1,1,17,9,Low
22,Master's,1,IT,ML Engineer,Small,Entry,94,4,68,High,7,24,60,24,High
41,Bachelor's,7,Logistics,Warehouse Manager,Medium,Entry,81,31,35,Medium,2,9,75,7,High
51,Master's,14,IT,Software Engineer,Medium,Mid,55,44,30,Low,2,5,32,4,Medium
41,Master's,0,Education,Research Assistant,Small,Mid,40,64,28,Medium,4,14,30,14,Low
36,Bachelor's,7,Logistics,Dispatcher,Large,Entry,89,13,47,Medium,2,5,57,29,High
47,Bachelor's,7,Logistics,Supply Chain Analyst,Small,Mid,52,53,24,Medium,3,11,33,14,Medium
47,Master's,3,Retail,Sales Associate,Medium,Entry,51,59,71,Low,1,4,40,9,Medium
22,High School,1,Healthcare,Medical Assistant,Medium,Mid,31,75,84,Low,0,0,14,0,Low
50,Master's,12,Logistics,Dispatcher,Small,Mid,54,39,45,Low,1,2,39,7,Medium
36,Bachelor's,8,Logistics,Supply Chain Analyst,Large,Entry,88,16,30,Medium,2,14,83,23,High
25,Bachelor's,4,IT,ML Engineer,Small,Entry,80,19,78,Medium,2,14,40,5,High
35,Bachelor's,7,Retail,Inventory Analyst,Medium,Entry,29,77,47,Low,0,0,14,7,Medium
50,Master's,8,Healthcare,Medical Assistant,Small,Entry,62,28,55,Medium,3,6,50,20,Medium
42,Bachelor's,7,IT,ML Engineer,Small,Entry,56,53,50,Medium,4,13,35,18,Medium
22,PhD,1,Telecom,Network Engineer,Large,Mid,60,51,21,Medium,2,6,41,20,Medium
49,Bachelor's,7,Retail,Store Manager,Medium,Entry,90,8,81,Medium,2,14,71,13,High
56,Master's,8,Logistics,Supply Chain Analyst,Medium,Mid,24,73,25,Low,0,0,13,6,Low
34,PhD,1,Healthcare,Medical Assistant,Large,Entry,54,54,39,Medium,3,13,30,29,Medium
24,Bachelor's,3,Manufacturing,Operator,Small,Mid,14,77,88,Low,1,1,7,2,Low
50,High School,4,Manufacturing,Quality Engineer,Medium,Entry,77,11,63,Medium,4,11,46,27,High
51,Bachelor's,12,Logistics,Warehouse Manager,Large,Entry,53,48,93,Low,0,1,38,4,Medium
26,Bachelor's,5,Retail,Sales Associate,Small,Entry,66,31,62,Medium,5,14,61,21,High
56,Bachelor's,17,Healthcare,Medical Assistant,Small,Entry,55,58,63,Low,1,2,51,7,Medium
29,Bachelor's,8,Retail,Inventory Analyst,Medium,Mid,84,10,46,Medium,5,14,61,23,High
49,Bachelor's,17,Healthcare,Nurse,Medium,Entry,32,62,71,Low,0,1,29,4,Low
46,Bachelor's,11,Manufacturing,Quality Engineer,Medium,Entry,32,69,49,Low,1,4,23,6,Medium
21,Master's,0,Education,Research Assistant,Large,Entry,27,65,46,Low,0,5,25,9,Low
42,Bachelor's,16,Manufacturing,Production Supervisor,Medium,Senior,23,66,90,Low,1,0,16,4,Low
29,Master's,7,Manufacturing,Operator,Medium,Entry,12,76,78,Low,0,2,8,2,Low
29,High School,8,Manufacturing,Operator,Medium,Entry,77,29,82,Medium,2,6,37,16,High
22,Bachelor's,1,Logistics,Supply Chain Analyst,Medium,Senior,67,29,65,Medium,4,14,30,13,Medium
30,High School,9,Logistics,Dispatcher,Medium,Entry,33,64,86,Low,1,5,15,8,Medium
23,Bachelor's,2,Logistics,Warehouse Manager,Small,Entry,36,66,89,Low,0,0,22,7,Medium
23,Master's,2,Education,Research Assistant,Large,Entry,39,63,85,Low,2,0,31,6,Low
57,Bachelor's,9,Telecom,Support Specialist,Small,Mid,36,67,21,Low,0,3,25,4,Medium
58,Bachelor's,11,Education,Teacher,Small,Mid,35,53,97,Low,0,2,32,4,Low
32,Bachelor's,5,Retail,Inventory Analyst,Large,Mid,86,15,76,High,9,18,48,50,High
60,Master's,11,Telecom,Network Engineer,Small,Mid,25,73,58,Low,0,5,12,7,Low
29,Master's,8,Telecom,Network Engineer,Medium,Entry,78,23,60,Medium,3,11,60,8,High
36,Bachelor's,12,Education,Research Assistant,Small,Mid,23,69,40,Low,0,0,14,0,Low
49,Bachelor's,14,Logistics,Dispatcher,Medium,Mid,42,54,37,Low,1,0,24,2,Medium
55,Bachelor's,9,Telecom,Support Specialist,Medium,Mid,83,8,26,Medium,5,7,62,20,High
32,Bachelor's,11,Healthcare,Medical Assistant,Small,Entry,15,72,46,Low,0,4,10,5,Low
26,Bachelor's,5,IT,Software Engineer,Medium,Senior,54,42,73,Medium,4,14,29,28,Low
49,Bachelor's,8,Education,Teacher,Small,Entry,72,26,91,Medium,3,6,60,9,High
55,PhD,8,Logistics,Supply Chain Analyst,Small,Mid,92,5,82,Medium,4,5,71,20,High
50,Bachelor's,4,Logistics,Supply Chain Analyst,Medium,Mid,35,60,21,Low,1,1,28,5,Medium
46,Bachelor's,15,Healthcare,Medical Assistant,Medium,Senior,17,85,74,Low,1,1,11,5,Low
29,Bachelor's,8,Healthcare,Nurse,Small,Entry,37,69,75,Low,1,4,22,3,Low
43,Bachelor's,11,Logistics,Warehouse Manager,Small,Mid,18,85,40,Low,1,1,12,0,Low
37,Bachelor's,9,Education,Research Assistant,Medium,Entry,75,37,21,Medium,5,11,34,18,Medium
37,High School,16,Telecom,Operations Analyst,Medium,Entry,36,68,43,Low,1,1,34,7,Medium
31,Master's,4,Finance,Financial Analyst,Small,Senior,80,23,42,Medium,3,7,77,24,Medium
48,Bachelor's,13,Telecom,Support Specialist,Medium,Mid,17,72,91,Low,2,3,8,4,Low
54,Bachelor's,7,Logistics,Dispatcher,Small,Mid,49,40,58,Low,1,4,47,1,Medium
38,Bachelor's,7,IT,ML Engineer,Medium,Mid,78,9,39,Medium,4,12,51,7,High
43,Master's,17,Finance,Accountant,Medium,Entry,34,69,44,Low,2,1,25,3,Low
48,Bachelor's,8,Manufacturing,Production Supervisor,Large,Entry,19,100,94,Low,1,3,17,5,Low
60,Bachelor's,14,Finance,Financial Analyst,Large,Senior,81,31,79,High,9,17,70,51,Medium
53,Bachelor's,10,Finance,Auditor,Small,Entry,17,82,54,Low,1,4,15,5,Low
45,Master's,14,Finance,Financial Analyst,Medium,Entry,57,30,27,Medium,3,10,39,12,High
47,High School,8,Healthcare,Health Analyst,Medium,Mid,26,73,28,Low,0,3,22,0,Low
41,Master's,6,Manufacturing,Production Supervisor,Medium,Entry,29,68,76,Low,0,0,19,8,Medium
32,Master's,0,IT,Data Analyst,Small,Senior,71,36,75,High,5,22,49,73,Low
50,Bachelor's,5,IT,Data Analyst,Medium,Mid,61,42,26,Medium,4,11,27,16,Medium
59,Master's,12,Education,Academic Coordinator,Large,Mid,86,9,43,Medium,5,5,60,6,High
49,Bachelor's,12,Telecom,Network Engineer,Medium,Entry,51,42,31,Low,1,2,24,8,Medium
41,Bachelor's,11,Retail,Inventory Analyst,Large,Entry,63,44,66,High,10,30,62,22,High
59,High School,11,Telecom,Operations Analyst,Medium,Mid,90,0,61,High,7,30,62,27,High
49,Bachelor's,0,Healthcare,Nurse,Large,Mid,17,84,90,Low,2,3,11,6,Low
29,Master's,8,Healthcare,Nurse,Medium,Mid,15,81,99,Low,0,5,14,4,Low
28,Master's,0,Telecom,Operations Analyst,Medium,Entry,40,75,39,Low,0,0,20,9,Medium
36,Bachelor's,14,Retail,Sales Associate,Medium,Entry,46,64,69,Low,1,1,23,6,Medium
43,Master's,6,Healthcare,Nurse,Small,Mid,12,95,94,Low,0,2,8,9,Low
38,Bachelor's,7,Logistics,Dispatcher,Large,Mid,41,68,29,Medium,2,6,30,8,Medium
60,Bachelor's,7,Manufacturing,Quality Engineer,Medium,Mid,76,47,66,Medium,3,12,73,20,High
59,High School,6,Manufacturing,Operator,Medium,Entry,58,34,55,Medium,4,13,33,11,High
37,PhD,8,IT,Data Analyst,Medium,Senior,33,72,76,Low,0,2,31,9,Low
44,Master's,11,Manufacturing,Operator,Medium,Entry,22,82,50,Low,2,4,21,1,Medium
59,High School,6,Healthcare,Nurse,Large,Entry,28,69,66,Low,0,5,17,7,Low
46,Bachelor's,8,Logistics,Warehouse Manager,Large,Mid,28,69,87,Low,0,4,27,6,Low
53,Bachelor's,6,Manufacturing,Operator,Medium,Entry,20,82,84,Low,2,1,16,8,Low
47,Bachelor's,12,Telecom,Operations Analyst,Medium,Entry,14,82,23,Low,0,5,8,4,Low
46,Bachelor's,4,Manufacturing,Quality Engineer,Small,Entry,90,12,35,Medium,5,8,68,12,High
45,Master's,12,Manufacturing,Production Supervisor,Medium,Entry,22,80,52,Low,0,5,18,7,Low
50,Bachelor's,4,Telecom,Support Specialist,Large,Entry,53,48,68,Medium,2,13,34,27,Medium
31,Bachelor's,0,Finance,Accountant,Large,Senior,85,35,62,Medium,2,10,72,22,High
44,Bachelor's,9,Telecom,Operations Analyst,Medium,Entry,57,64,84,Medium,5,8,27,16,Medium
32,Bachelor's,11,Education,Research Assistant,Small,Mid,27,78,60,Low,2,4,18,8,Low
22,Master's,1,Manufacturing,Operator,Large,Mid,76,23,29,Medium,3,13,52,22,High
35,High School,6,Manufacturing,Production Supervisor,Small,Entry,35,73,90,Low,2,0,22,1,Medium
39,Bachelor's,6,Telecom,Support Specialist,Medium,Senior,77,34,20,Medium,3,5,68,28,High
25,Bachelor's,4,IT,ML Engineer,Large,Entry,47,65,84,Low,2,4,34,4,Medium
59,Bachelor's,7,IT,ML Engineer,Medium,Entry,19,74,66,Low,1,5,16,9,Low
21,Bachelor's,0,Logistics,Warehouse Manager,Medium,Mid,61,33,28,Medium,2,13,45,24,High
